"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12.5 kV Losses", "0.415 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "12.5 kV Line Loss", "0.415 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "12.5 kV Load Loss", "0.415 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "12.5 kV No Load Loss", "0.415 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "12.5 kV Load Energy", "0.415 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
ﬂÊÔÚˇ?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
¶Uô>	?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
#eª?6|	?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
E$!ÊX∫	?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
h„Üå{¯	?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
ä¢Ï2û6
4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
¨aRŸ¿t
4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
Œ ∏„≤
4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
ﬂ&Ò
4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
üÉÃ(/?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
4^ÈrKm?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
VOn´?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
y‹¥øêÈ?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
õõf≥'?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
ΩZÄ÷e?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
ﬂÊ≤¯£?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
ŸKY‚?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
#ò±ˇ= ?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
EW¶`^?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
h}LÉú?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
ä’‚Ú•⁄?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
¨îHô»?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
ŒSÆ?ÎV?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
Êï?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
“yå0”?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
4ëﬂ2S?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
VPEŸuO?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
y´òç?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
õŒ&ªÀ?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
ﬁF;ÊÓ?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
p&n9$?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
°åC?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
íÂ”ﬂ"b?, 4.63635715640025, 0.683578506110716, 4.63635715640046, 4.68647919612612, 5.552869138764, 0.667476429384, 5.55307644754911, 5.59294987413691, 0, 0, 0, 0, 0.0834880176343607, 0.0161020767249374, 0.0834880176361298, 0.0161020767257257, 0.0503748028274458, 0.0161020767249374, 0.0331132148069149, -1.38777878078145E-20, 0.0503748028292164, 0.0331133510382724, 0.046073984476054, 0.0374140331583067, 0, 0, 0, 0.046073984476054, 1, 0, 1.00001933016172, 1.00001933935019, 0.0374140331583067, 0.046073984476054, 0, 0, 0, 0, 0, 0, 0.046073984476054, 0, 0, 0, 0, 0, 0.00430081835139179, 0, 0, 0, 0, 0, 0, 0.0331132148069149, 0, 0, 0, 0, 0, 0, 0, 5.552869138764, 0, 0, 0, 0, 0
